FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
2970031	hCXCR5+	CXCR5+	ANA78	1040442
2970032	hCXCR3-	CXCR3-	ANA76	1040442
2970033	hCCR6-	CCR6-	ANA36	1040442
2970034	hPTPRC/iso:h6-	CD45RA-	ANA816	1040443
2970035	hCXCR5+	CXCR5+	ANA78	1040443
2970036	hCXCR3-	CXCR3-	ANA76	1040443
2970037	hCCR6+	CCR6+	ANA36	1040443
2970038	hPTPRC/iso:h6-	CD45RA-	ANA816	1040444
2970039	hCXCR5+	CXCR5+	ANA78	1040444
2970040	hCXCR3-	CXCR3-	ANA76	1040444
2970041	hCCR6+	CCR6+	ANA36	1040444
2970042	hPTPRC/iso:h6-	CD45RA-	ANA816	1040445
2970043	hCXCR5+	CXCR5+	ANA78	1040445
2970044	hCXCR3+	CXCR3+	ANA76	1040445
2970045	hCCR6+	CCR6+	ANA36	1040445
2970046	hPTPRC/iso:h6-	CD45RA-	ANA816	1040446
2970047	hCXCR5+	CXCR5+	ANA78	1040446
2970048	hCXCR3+	CXCR3+	ANA76	1040446
2970049	hCCR6+	CCR6+	ANA36	1040446
2970050	hPTPRC/iso:h6-	CD45RA-	ANA816	1040447
2970051	hCXCR5+	CXCR5+	ANA78	1040447
2970052	hPTPRC/iso:h6-	CD45RA-	ANA816	1040448
2970053	hCXCR5+	CXCR5+	ANA78	1040448
2970054	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1040449
2970055	hPTPRC/iso:h6-	CD45RA-	ANA816	1040450
2970056	hCCR7-	CCR7-	ANA37	1040450
2970057	hPTPRC/iso:h6-	CD45RA-	ANA816	1040451
2970058	hCCR7-	CCR7-	ANA37	1040451
2970059	hPTPRC/iso:h6-	CD45RA-	ANA816	1040452
2970060	hCCR7+	CCR7+	ANA37	1040452
2970061	hPTPRC/iso:h6-	CD45RA-	ANA816	1040453
2970062	hCCR7+	CCR7+	ANA37	1040453
2970063	hCXCR5+	CXCR5+	ANA78	1040454
2970064	hCD3E+	CD3+	ANA809	1040455
2970065	hCD4+	CD4+	ANA41	1040455
2970066	hCXCR5+	CXCR5+	ANA78	1040456
2970067	hPTPRC/iso:h6-	CD45RA-	ANA816	1040456
2970068	hCXCR5+	CXCR5+	ANA78	1040457
2970069	hPTPRC/iso:h6-	CD45RA-	ANA816	1040457
2970070	hICOS+	ICOS+	ANA898	1040457
2970071	hCXCR5+	CXCR5+	ANA78	1040458
2970072	hPTPRC/iso:h6-	CD45RA-	ANA816	1040458
2970073	hICOS+	ICOS+	ANA898	1040458
2970074	hIL2RA++	CD25++	ANA163	1040459
2970075	hIL7R+-	CD127+-	ANA182	1040459
2970076	hCD27++	CD27++	ANA40	1040460
2970077	hCD38++	CD38++	ANA808	1040460
2970078	hCD27++	CD27++	ANA40	1040461
2970079	hCD38++	CD38++	ANA808	1040461
2970080	hCD27-	CD27-	ANA40	1040462
2970081	hCD38++	CD38++	ANA808	1040462
2970082	hCD24-	CD24-	ANA807	1040462
2970083	hCD27-	CD27-	ANA40	1040463
2970084	hCD38++	CD38++	ANA808	1040463
2970085	hCD24-	CD24-	ANA807	1040463
2970086	hCD24-	CD24-	ANA807	1040464
2970087	hCD24-	CD24-	ANA807	1040465
2970088	PTPRC/iso:CD45RO+	B220+	ANA822	1040466
2970089	PTPRC/iso:CD45RO+	B220+	ANA822	1040467
2970090	hCR2-	CD21-	ANA919	1040468
2970091	hCR2-	CD21-	ANA919	1040469
2970092	hFAS+	CD95+	ANA85	1040470
2970093	hFAS+	CD95+	ANA85	1040471
2970094	hCXCR3+	CXCR3+	ANA76	1040472
2970095	hCXCR3+	CXCR3+	ANA76	1040473
2970096	hFAS+	CD95+	ANA85	1040474
2970097	hFAS+	CD95+	ANA85	1040475
2970098	PTPRC/iso:CD45RO+	B220+	ANA822	1040476
2970099	PTPRC/iso:CD45RO+	B220+	ANA822	1040477
2970100	hCR2-	CD21-	ANA919	1040478
2970101	hCR2-	CD21-	ANA919	1040479
2970102	hCD24-	CD24-	ANA807	1040480
2970103	hCD24-	CD24-	ANA807	1040481
2970104	hCXCR3+	CXCR3+	ANA76	1040482
2970105	hCXCR3+	CXCR3+	ANA76	1040483
2970106	hCD24-	CD24-	ANA807	1040484
2970107	hCD24-	CD24-	ANA807	1040485
2970108	hFAS+	CD95+	ANA85	1040486
2970109	hFAS+	CD95+	ANA85	1040487
2970110	PTPRC/iso:CD45RO+	B220+	ANA822	1040488
2970111	PTPRC/iso:CD45RO+	B220+	ANA822	1040489
2970112	hCR2-	CD21-	ANA919	1040490
2970113	hCR2-	CD21-	ANA919	1040491
2970114	hCXCR3+	CXCR3+	ANA76	1040492
2970115	hCXCR3+	CXCR3+	ANA76	1040493
2970116	hCR2-	CD21-	ANA919	1040494
2970117	hCR2-	CD21-	ANA919	1040495
2970118	hCD24-	CD24-	ANA807	1040496
2970119	hCD24-	CD24-	ANA807	1040497
2970120	hFAS+	CD95+	ANA85	1040498
2970121	hFAS+	CD95+	ANA85	1040499
2970122	hCXCR3+	CXCR3+	ANA76	1040500
2970123	hCXCR3+	CXCR3+	ANA76	1040501
2970124		95+		1040502
2970125	PTPRC/iso:CD45RO+	B220+	ANA822	1040503
2970126	hCR2-	CD21-	ANA919	1040504
2970127	hCD24-	CD24-	ANA807	1040505
2970128	hCXCR3+	CXCR3+	ANA76	1040506
2970129	hIGHD+	IgD+	ANA813	1040507
2970130	hCD27-	CD27-	ANA40	1040507
2970131	hIGHD+	IgD+	ANA813	1040508
2970132	hCD27+	CD27+	ANA40	1040508
2970133	hIGHD-	IgD-	ANA813	1040509
2970134	hCD27-	CD27-	ANA40	1040509
2970135	hIGHD-	IgD-	ANA813	1040510
2970136	hCD27+	CD27+	ANA40	1040510
2970137		NA		1040511
2970138	PTPRC/iso:CD45RO+	B220+	ANA822	1040512
2970139	PTPRC/iso:CD45RO+	B220+	ANA822	1040513
2970140		NA		1040514
2970141		NA		1040515
2970142	hMME+	CD10+	ANA930	1040516
2970143	hMME+	CD10+	ANA930	1040517
2970144	hMME+	CD10+	ANA930	1040518
2970145	hMME+	CD10+	ANA930	1040519
2970146	hFCER2+	CD23+	ANA922	1040520
2970147	hFCER2+	CD23+	ANA922	1040521
2970148		IGM+		1040522
2970149		IGM+		1040523
2970150	hMME+	CD10+	ANA930	1040524
2970151	hMME+	CD10+	ANA930	1040525
2970152	hFCER2+	CD23+	ANA922	1040526
2970153	hFCER2+	CD23+	ANA922	1040527
2970154		IGM+		1040528
2970155		IGM+		1040529
2970156	hMME+	CD10+	ANA930	1040530
2970157	hMME+	CD10+	ANA930	1040531
2970158	hFCER2+	CD23+	ANA922	1040532
2970159	hFCER2+	CD23+	ANA922	1040533
2970160		IGM+		1040534
2970161		IGM+		1040535
2970162	hFCER2+	CD23+	ANA922	1040536
2970163	hFCER2+	CD23+	ANA922	1040537
2970164		IGM+		1040538
2970165		IGM+		1040539
2970166		T1		1040540
2970167		T1		1040541
2970168		T2		1040542
2970169		T2		1040543
2970170		T3		1040544
2970171		T3		1040545
2970172	hMME+	CD10+	ANA930	1040546
2970173	hMME+	CD10+	ANA930	1040547
2970174		CDIGM+		1040548
2970175		CDIGM+		1040549
2970176		MTG+		1040550
2970177		MTG+		1040551
2970178	hMME+	CD10+	ANA930	1040552
2970179	hMME+	CD10+	ANA930	1040553
2970180	hFCER2+	CD23+	ANA922	1040554
2970181	hFCER2+	CD23+	ANA922	1040555
2970182		IGM+		1040556
2970183		IGM+		1040557
2970184	hMME+	CD10+	ANA930	1040558
2970185	hMME+	CD10+	ANA930	1040559
2970186	hFCER2+	CD23+	ANA922	1040560
2970187	hFCER2+	CD23+	ANA922	1040561
2970188	hFCER2+	CD23+	ANA922	1040562
2970189	hFCER2+	CD23+	ANA922	1040563
2970190		IGM+		1040564
2970191		IGM+		1040565
2970192	hMME+	CD10+	ANA930	1040566
2970193	hMME+	CD10+	ANA930	1040567
2970194	hFCER2+	CD23+	ANA922	1040568
2970195	hFCER2+	CD23+	ANA922	1040569
2970196		IGM+		1040570
2970197		IGM+		1040571
2970198	hMME+	CD10+	ANA930	1040572
2970199	hFCER2+	CD23+	ANA922	1040573
2970200	hIGHD+	IgD+	ANA813	1040574
2970201	hCD27-	CD27-	ANA40	1040574
2970202		MTG-		1040574
2970203	hIGHD+	IgD+	ANA813	1040575
2970204	hCD27-	CD27-	ANA40	1040575
2970205		MTG-		1040575
2970206		IGM+		1040576
2970207	hPTPRC/iso:h6-	CD45RA-	ANA816	1040577
2970208		Memory		1040577
2970209	hPTPRC/iso:h6-	CD45RA-	ANA816	1040578
2970210	hCCR6+	CCR6+	ANA36	1040578
2970211	hCCR4+	CCR4+	ANA34	1040578
2970212	hPTPRC/iso:h6-	CD45RA-	ANA816	1040579
2970213	hCCR6+	CCR6+	ANA36	1040579
2970214	hCCR4+	CCR4+	ANA34	1040579
2970215	hPTPRC/iso:h6-	CD45RA-	ANA816	1040580
2970216	hCCR6+	CCR6+	ANA36	1040580
2970217	hCXCR3+	CXCR3+	ANA76	1040580
2970218	hPTPRC/iso:h6-	CD45RA-	ANA816	1040581
2970219	hCCR6+	CCR6+	ANA36	1040581
2970220	hCXCR3+	CXCR3+	ANA76	1040581
2970221	hPTPRC/iso:h6-	CD45RA-	ANA816	1040582
2970222	hCCR6-	CCR6-	ANA36	1040582
2970223	hCCR4+	CCR4+	ANA34	1040582
2970224	hPTPRC/iso:h6-	CD45RA-	ANA816	1040583
2970225	hCCR6-	CCR6-	ANA36	1040583
2970226	hCCR4+	CCR4+	ANA34	1040583
2970227	hPTPRC/iso:h6-	CD45RA-	ANA816	1040584
2970228	hCXCR5-	CXCR5-	ANA78	1040584
2970229	hCXCR3-	CXCR3-	ANA76	1040584
2970230	hCCR6-	CCR6-	ANA36	1040584
2970231	hPTPRC/iso:h6-	CD45RA-	ANA816	1040585
2970232	hCXCR5-	CXCR5-	ANA78	1040585
2970233	hCXCR3-	CXCR3-	ANA76	1040585
2970234	hCCR6-	CCR6-	ANA36	1040585
2970235	hPTPRC/iso:h6-	CD45RA-	ANA816	1040586
2970236	hCXCR5-	CXCR5-	ANA78	1040586
2970237	hCXCR3-	CXCR3-	ANA76	1040586
2970238	hCCR6+	CCR6+	ANA36	1040586
2970239	hPTPRC/iso:h6-	CD45RA-	ANA816	1040587
2970240	hCXCR5-	CXCR5-	ANA78	1040587
2970241	hCXCR3-	CXCR3-	ANA76	1040587
2970242	hCCR6+	CCR6+	ANA36	1040587
2970243	hPTPRC/iso:h6-	CD45RA-	ANA816	1040588
2970244	hCXCR5-	CXCR5-	ANA78	1040588
2970245	hCXCR3+	CXCR3+	ANA76	1040588
2970246	hCCR6+	CCR6+	ANA36	1040588
2970247	hPTPRC/iso:h6-	CD45RA-	ANA816	1040589
2970248	hCXCR5-	CXCR5-	ANA78	1040589
2970249	hCXCR3+	CXCR3+	ANA76	1040589
2970250	hCCR6+	CCR6+	ANA36	1040589
2970251	hPTPRC/iso:h6-	CD45RA-	ANA816	1040590
2970252	hCXCR5-	CXCR5-	ANA78	1040590
2970253	hPTPRC/iso:h6-	CD45RA-	ANA816	1040591
2970254	hCXCR5-	CXCR5-	ANA78	1040591
2970255	hPTPRC/iso:h6-	CD45RA-	ANA816	1040592
2970256	hCXCR5+	CXCR5+	ANA78	1040592
2970257	hCXCR3-	CXCR3-	ANA76	1040592
2970258	hCCR6-	CCR6-	ANA36	1040592
2970259	hPTPRC/iso:h6-	CD45RA-	ANA816	1040593
2970260	hCXCR5+	CXCR5+	ANA78	1040593
2970261	hCXCR3-	CXCR3-	ANA76	1040593
2970262	hCCR6-	CCR6-	ANA36	1040593
2970263	hPTPRC/iso:h6-	CD45RA-	ANA816	1040594
2970264	hCXCR5+	CXCR5+	ANA78	1040594
2970265	hCXCR3-	CXCR3-	ANA76	1040594
2970266	hCCR6+	CCR6+	ANA36	1040594
2970267	hPTPRC/iso:h6-	CD45RA-	ANA816	1040595
2970268	hCXCR5+	CXCR5+	ANA78	1040595
2970269	hCXCR3-	CXCR3-	ANA76	1040595
2970270	hCCR6+	CCR6+	ANA36	1040595
2970271	hPTPRC/iso:h6-	CD45RA-	ANA816	1040596
2970272	hCXCR5+	CXCR5+	ANA78	1040596
2970273	hCXCR3+	CXCR3+	ANA76	1040596
2970274	hCCR6+	CCR6+	ANA36	1040596
2970275	hPTPRC/iso:h6-	CD45RA-	ANA816	1040597
2970276	hCXCR5+	CXCR5+	ANA78	1040597
2970277	hCXCR3+	CXCR3+	ANA76	1040597
2970278	hCCR6+	CCR6+	ANA36	1040597
2970279	hPTPRC/iso:h6-	CD45RA-	ANA816	1040598
2970280	hCXCR5+	CXCR5+	ANA78	1040598
2970281	hPTPRC/iso:h6-	CD45RA-	ANA816	1040599
2970282	hCXCR5+	CXCR5+	ANA78	1040599
2970283	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1040600
2970284	hPTPRC/iso:h6-	CD45RA-	ANA816	1040601
2970285	hCCR7-	CCR7-	ANA37	1040601
2970286	hPTPRC/iso:h6-	CD45RA-	ANA816	1040602
2970287	hCCR7-	CCR7-	ANA37	1040602
2970288	hPTPRC/iso:h6-	CD45RA-	ANA816	1040603
2970289	hCCR7+	CCR7+	ANA37	1040603
2970290	hPTPRC/iso:h6-	CD45RA-	ANA816	1040604
2970291	hCCR7+	CCR7+	ANA37	1040604
2970292	hCXCR5+	CXCR5+	ANA78	1040605
2970293	hCD3E+	CD3+	ANA809	1040606
2970294	hCD4+	CD4+	ANA41	1040606
2970295	hCXCR5+	CXCR5+	ANA78	1040607
2970296	hPTPRC/iso:h6-	CD45RA-	ANA816	1040607
2970297	hCXCR5+	CXCR5+	ANA78	1040608
2970298	hPTPRC/iso:h6-	CD45RA-	ANA816	1040608
2970299	hICOS+	ICOS+	ANA898	1040608
2970300	hCXCR5+	CXCR5+	ANA78	1040609
2970301	hPTPRC/iso:h6-	CD45RA-	ANA816	1040609
2970302	hICOS+	ICOS+	ANA898	1040609
2970303	hIL2RA++	CD25++	ANA163	1040610
2970304	hIL7R+-	CD127+-	ANA182	1040610
2970305	hCD27++	CD27++	ANA40	1040611
2970306	hCD38++	CD38++	ANA808	1040611
2970307	hCD27++	CD27++	ANA40	1040612
2970308	hCD38++	CD38++	ANA808	1040612
2970309	hCD27-	CD27-	ANA40	1040613
2970310	hCD38++	CD38++	ANA808	1040613
2970311	hCD24-	CD24-	ANA807	1040613
2970312	hCD27-	CD27-	ANA40	1040614
2970313	hCD38++	CD38++	ANA808	1040614
2970314	hCD24-	CD24-	ANA807	1040614
2970315	hCD24-	CD24-	ANA807	1040615
2970316	hCD24-	CD24-	ANA807	1040616
2970317	PTPRC/iso:CD45RO+	B220+	ANA822	1040617
2970318	PTPRC/iso:CD45RO+	B220+	ANA822	1040618
2970319	hCR2-	CD21-	ANA919	1040619
2970320	hCR2-	CD21-	ANA919	1040620
2970321	hFAS+	CD95+	ANA85	1040621
2970322	hFAS+	CD95+	ANA85	1040622
2970323	hCXCR3+	CXCR3+	ANA76	1040623
2970324	hCXCR3+	CXCR3+	ANA76	1040624
2970325	hFAS+	CD95+	ANA85	1040625
2970326	hFAS+	CD95+	ANA85	1040626
2970327	PTPRC/iso:CD45RO+	B220+	ANA822	1040627
2970328	PTPRC/iso:CD45RO+	B220+	ANA822	1040628
2970329	hCR2-	CD21-	ANA919	1040629
2970330	hCR2-	CD21-	ANA919	1040630
2970331	hCD24-	CD24-	ANA807	1040631
2970332	hCD24-	CD24-	ANA807	1040632
2970333	hCXCR3+	CXCR3+	ANA76	1040633
2970334	hCXCR3+	CXCR3+	ANA76	1040634
2970335	hCD24-	CD24-	ANA807	1040635
2970336	hCD24-	CD24-	ANA807	1040636
2970337	hFAS+	CD95+	ANA85	1040637
2970338	hFAS+	CD95+	ANA85	1040638
2970339	PTPRC/iso:CD45RO+	B220+	ANA822	1040639
2970340	PTPRC/iso:CD45RO+	B220+	ANA822	1040640
2970341	hCR2-	CD21-	ANA919	1040641
2970342	hCR2-	CD21-	ANA919	1040642
2970343	hCXCR3+	CXCR3+	ANA76	1040643
2970344	hCXCR3+	CXCR3+	ANA76	1040644
2970345	hCR2-	CD21-	ANA919	1040645
2970346	hCR2-	CD21-	ANA919	1040646
2970347	hCD24-	CD24-	ANA807	1040647
2970348	hCD24-	CD24-	ANA807	1040648
2970349	hFAS+	CD95+	ANA85	1040649
2970350	hFAS+	CD95+	ANA85	1040650
2970351	hCXCR3+	CXCR3+	ANA76	1040651
2970352	hCXCR3+	CXCR3+	ANA76	1040652
2970353		95+		1040653
2970354	PTPRC/iso:CD45RO+	B220+	ANA822	1040654
2970355	hCR2-	CD21-	ANA919	1040655
2970356	hCD24-	CD24-	ANA807	1040656
2970357	hCXCR3+	CXCR3+	ANA76	1040657
2970358	hIGHD+	IgD+	ANA813	1040658
2970359	hCD27-	CD27-	ANA40	1040658
2970360	hIGHD+	IgD+	ANA813	1040659
2970361	hCD27+	CD27+	ANA40	1040659
2970362	hIGHD-	IgD-	ANA813	1040660
2970363	hCD27-	CD27-	ANA40	1040660
2970364	hIGHD-	IgD-	ANA813	1040661
2970365	hCD27+	CD27+	ANA40	1040661
2970366		NA		1040662
2970367	PTPRC/iso:CD45RO+	B220+	ANA822	1040663
2970368	PTPRC/iso:CD45RO+	B220+	ANA822	1040664
2970369		NA		1040665
2970370		NA		1040666
2970371	hMME+	CD10+	ANA930	1040667
2970372	hMME+	CD10+	ANA930	1040668
2970373	hMME+	CD10+	ANA930	1040669
2970374	hMME+	CD10+	ANA930	1040670
2970375	hFCER2+	CD23+	ANA922	1040671
2970376	hFCER2+	CD23+	ANA922	1040672
2970377		IGM+		1040673
2970378		IGM+		1040674
2970379	hMME+	CD10+	ANA930	1040675
2970380	hMME+	CD10+	ANA930	1040676
2970381	hFCER2+	CD23+	ANA922	1040677
2970382	hFCER2+	CD23+	ANA922	1040678
2970383		IGM+		1040679
2970384		IGM+		1040680
2970385	hMME+	CD10+	ANA930	1040681
2970386	hMME+	CD10+	ANA930	1040682
2970387	hFCER2+	CD23+	ANA922	1040683
2970388	hFCER2+	CD23+	ANA922	1040684
2970389		IGM+		1040685
2970390		IGM+		1040686
2970391	hFCER2+	CD23+	ANA922	1040687
2970392	hFCER2+	CD23+	ANA922	1040688
2970393		IGM+		1040689
2970394		IGM+		1040690
2970395		T1		1040691
2970396		T1		1040692
2970397		T2		1040693
2970398		T2		1040694
2970399		T3		1040695
2970400		T3		1040696
2970401	hMME+	CD10+	ANA930	1040697
2970402	hMME+	CD10+	ANA930	1040698
2970403		CDIGM+		1040699
2970404		CDIGM+		1040700
2970405		MTG+		1040701
2970406		MTG+		1040702
2970407	hMME+	CD10+	ANA930	1040703
2970408	hMME+	CD10+	ANA930	1040704
2970409	hFCER2+	CD23+	ANA922	1040705
2970410	hFCER2+	CD23+	ANA922	1040706
2970411		IGM+		1040707
2970412		IGM+		1040708
2970413	hMME+	CD10+	ANA930	1040709
2970414	hMME+	CD10+	ANA930	1040710
2970415	hFCER2+	CD23+	ANA922	1040711
2970416	hFCER2+	CD23+	ANA922	1040712
2970417	hFCER2+	CD23+	ANA922	1040713
2970418	hFCER2+	CD23+	ANA922	1040714
2970419		IGM+		1040715
2970420		IGM+		1040716
2970421	hMME+	CD10+	ANA930	1040717
2970422	hMME+	CD10+	ANA930	1040718
2970423	hFCER2+	CD23+	ANA922	1040719
2970424	hFCER2+	CD23+	ANA922	1040720
2970425		IGM+		1040721
2970426		IGM+		1040722
2970427	hMME+	CD10+	ANA930	1040723
2970428	hFCER2+	CD23+	ANA922	1040724
2970429	hIGHD+	IgD+	ANA813	1040725
2970430	hCD27-	CD27-	ANA40	1040725
2970431		MTG-		1040725
2970432	hIGHD+	IgD+	ANA813	1040726
2970433	hCD27-	CD27-	ANA40	1040726
2970434		MTG-		1040726
2970435		IGM+		1040727
2970436	hCR2-	CD21-	ANA919	1040728
2970437	hMKI67+	Ki67+	ANA889	1040728
2970438	hCR2-	CD21-	ANA919	1040729
2970439	hMKI67+	Ki67+	ANA889	1040729
2970440	hCR2-	CD21-	ANA919	1040730
2970441	hCR2-	CD21-	ANA919	1040731
2970442	hCR2+	CD21+	ANA919	1040732
2970443	hMKI67+	Ki67+	ANA889	1040732
2970444	hCR2+	CD21+	ANA919	1040733
2970445	hMKI67+	Ki67+	ANA889	1040733
2970446	hCR2+	CD21+	ANA919	1040734
2970447	hCR2+	CD21+	ANA919	1040735
2970448	hCD86+	CD86+	ANA868	1040736
2970449	hMKI67+	Ki67+	ANA889	1040736
2970450	hCD86+	CD86+	ANA868	1040737
2970451	hMKI67+	Ki67+	ANA889	1040737
2970452	hCD86+	CD86+	ANA868	1040738
2970453	hCD86+	CD86+	ANA868	1040739
2970454	hFAS-	CD95-	ANA85	1040740
2970455	hMKI67+	Ki67+	ANA889	1040740
2970456	hFAS-	CD95-	ANA85	1040741
2970457	hMKI67+	Ki67+	ANA889	1040741
2970458	hFAS-	CD95-	ANA85	1040742
2970459	hFAS-	CD95-	ANA85	1040743
2970460	hFAS+	CD95+	ANA85	1040744
2970461	hMKI67+	Ki67+	ANA889	1040744
2970462	hFAS+	CD95+	ANA85	1040745
2970463	hMKI67+	Ki67+	ANA889	1040745
2970464	hFAS+	CD95+	ANA85	1040746
2970465	hFAS+	CD95+	ANA85	1040747
2970466		IgA+		1040748
2970467	hMKI67+	Ki67+	ANA889	1040748
2970468		IgA+		1040749
2970469	hMKI67+	Ki67+	ANA889	1040749
2970470		IgA+		1040750
2970471		IgA+		1040751
2970472		IgG+		1040752
2970473	hMKI67+	Ki67+	ANA889	1040752
2970474		IgG+		1040753
2970475	hMKI67+	Ki67+	ANA889	1040753
2970476		IgG+		1040754
2970477		IgG+		1040755
2970478	hIGHM+	IgM+	ANA817	1040756
2970479	hMKI67+	Ki67+	ANA889	1040756
2970480	hIGHM+	IgM+	ANA817	1040757
2970481	hMKI67+	Ki67+	ANA889	1040757
2970482	hIGHM+	IgM+	ANA817	1040758
2970483	hIGHM+	IgM+	ANA817	1040759
2970484	hMKI67+	ki67+	ANA889	1040760
2970485	hMKI67+	ki67+	ANA889	1040761
2970486	hCR2-	CD21-	ANA919	1040762
2970487	hMKI67+	Ki67+	ANA889	1040762
2970488	hCR2-	CD21-	ANA919	1040763
2970489	hMKI67+	Ki67+	ANA889	1040763
2970490	hCR2-	CD21-	ANA919	1040764
2970491	hCR2-	CD21-	ANA919	1040765
2970492	hCR2+	CD21+	ANA919	1040766
2970493	hMKI67+	Ki67+	ANA889	1040766
2970494	hCR2+	CD21+	ANA919	1040767
2970495	hMKI67+	Ki67+	ANA889	1040767
2970496	hCR2+	CD21+	ANA919	1040768
2970497	hCR2+	CD21+	ANA919	1040769
2970498	hCD86+	CD86+	ANA868	1040770
2970499	hMKI67+	Ki67+	ANA889	1040770
2970500	hCD86+	CD86+	ANA868	1040771
2970501	hMKI67+	Ki67+	ANA889	1040771
2970502	hCD86+	CD86+	ANA868	1040772
2970503	hCD86+	CD86+	ANA868	1040773
2970504	hFAS-	CD95-	ANA85	1040774
2970505	hMKI67+	Ki67+	ANA889	1040774
2970506	hFAS-	CD95-	ANA85	1040775
2970507	hMKI67+	Ki67+	ANA889	1040775
2970508	hFAS-	CD95-	ANA85	1040776
2970509	hFAS-	CD95-	ANA85	1040777
2970510	hFAS+	CD95+	ANA85	1040778
2970511	hMKI67+	Ki67+	ANA889	1040778
2970512	hFAS+	CD95+	ANA85	1040779
2970513	hMKI67+	Ki67+	ANA889	1040779
2970514	hFAS+	CD95+	ANA85	1040780
2970515	hFAS+	CD95+	ANA85	1040781
2970516		IgA+		1040782
2970517	hMKI67+	Ki67+	ANA889	1040782
2970518		IgA+		1040783
2970519	hMKI67+	Ki67+	ANA889	1040783
2970520		IgA+		1040784
2970521		IgA+		1040785
2970522		IgG+		1040786
2970523	hMKI67+	Ki67+	ANA889	1040786
2970524		IgG+		1040787
2970525	hMKI67+	Ki67+	ANA889	1040787
2970526		IgG+		1040788
2970527		IgG+		1040789
2970528	hIGHM+	IgM+	ANA817	1040790
2970529	hMKI67+	Ki67+	ANA889	1040790
2970530	hIGHM+	IgM+	ANA817	1040791
2970531	hMKI67+	Ki67+	ANA889	1040791
2970532	hIGHM+	IgM+	ANA817	1040792
2970533	hIGHM+	IgM+	ANA817	1040793
2970534	hMKI67+	Ki67+	ANA889	1040794
2970535	hMKI67+	Ki67+	ANA889	1040795
2970536	hCR2-	CD21-	ANA919	1040796
2970537	hMKI67+	ki67+	ANA889	1040796
2970538	hCR2-	CD21-	ANA919	1040797
2970539	hMKI67+	ki67+	ANA889	1040797
2970540	hCR2-	CD21-	ANA919	1040798
2970541	hCR2-	CD21-	ANA919	1040799
2970542	hCR2+	CD21+	ANA919	1040800
2970543	hMKI67+	Ki67+	ANA889	1040800
2970544	hCR2+	CD21+	ANA919	1040801
2970545	hMKI67+	Ki67+	ANA889	1040801
2970546	hCR2+	CD21+	ANA919	1040802
2970547	hCR2+	CD21+	ANA919	1040803
2970548	hCD86+	CD86+	ANA868	1040804
2970549	hMKI67+	Ki67+	ANA889	1040804
2970550	hCD86+	CD86+	ANA868	1040805
2970551	hMKI67+	Ki67+	ANA889	1040805
2970552	hCD86+	CD86+	ANA868	1040806
2970553	hCD86+	CD86+	ANA868	1040807
2970554	hFAS-	CD95-	ANA85	1040808
2970555	hMKI67+	ki67+	ANA889	1040808
2970556	hFAS-	CD95-	ANA85	1040809
2970557	hMKI67+	ki67+	ANA889	1040809
2970558	hFAS-	CD95-	ANA85	1040810
2970559	hFAS-	CD95-	ANA85	1040811
2970560	hFAS+	CD95+	ANA85	1040812
2970561	hMKI67+	Ki67+	ANA889	1040812
2970562	hFAS+	CD95+	ANA85	1040813
2970563	hMKI67+	Ki67+	ANA889	1040813
2970564	hFAS+	CD95+	ANA85	1040814
2970565	hFAS+	CD95+	ANA85	1040815
2970566		IgA+		1040816
2970567	hMKI67+	Ki67+	ANA889	1040816
2970568		IgA+		1040817
2970569	hMKI67+	Ki67+	ANA889	1040817
2970570		IgA+		1040818
2970571		IgA+		1040819
2970572		IgG+		1040820
2970573	hMKI67+	Ki67+	ANA889	1040820
2970574		IgG+		1040821
2970575	hMKI67+	Ki67+	ANA889	1040821
2970576		IgG+		1040822
2970577		IgG+		1040823
2970578	hIGHM+	IgM+	ANA817	1040824
2970579	hMKI67+	Ki67+	ANA889	1040824
2970580	hIGHM+	IgM+	ANA817	1040825
2970581	hMKI67+	Ki67+	ANA889	1040825
2970582	hIGHM+	IgM+	ANA817	1040826
2970583	hIGHM+	IgM+	ANA817	1040827
2970584	hMKI67+	Ki67+	ANA889	1040828
2970585	hMKI67+	Ki67+	ANA889	1040829
2970586	hCR2-	CD21-	ANA919	1040830
2970587	hMKI67+	Ki67+	ANA889	1040830
2970588	hCR2-	CD21-	ANA919	1040831
2970589	hMKI67+	Ki67+	ANA889	1040831
2970590	hCR2-	CD21-	ANA919	1040832
2970591	hCR2-	CD21-	ANA919	1040833
2970592	hCR2+	CD21+	ANA919	1040834
2970593	hMKI67+	Ki67+	ANA889	1040834
2970594	hCR2+	CD21+	ANA919	1040835
2970595	hMKI67+	Ki67+	ANA889	1040835
2970596	hCR2+	CD21+	ANA919	1040836
2970597	hCR2+	CD21+	ANA919	1040837
2970598	hCD86+	CD86+	ANA868	1040838
2970599	hMKI67+	Ki67+	ANA889	1040838
2970600	hCD86+	CD86+	ANA868	1040839
2970601	hMKI67+	Ki67+	ANA889	1040839
2970602	hCD86+	CD86+	ANA868	1040840
2970603	hCD86+	CD86+	ANA868	1040841
2970604	hFAS-	CD95-	ANA85	1040842
